values	weights
HENRIKA	3
HIỀN	3
HIKMAT	3
HIRA	3
HIREN	3
HOAN	3
HOÀNG	3
HORSKAER	3
HORTENCIA	3
HORTENSE	3
HOUDA	3
HRUSHIKESH	3
HYACYNTA	3
IDALLA	3
IDIA	3
IDZIA	3
IFEYINWA	3
IGNACIA	3
IJA	3
IKRAM	3
İLAYDA	3
ILENA	3
ILKOVA	3
ILONKA	3
ILZE	3
IMANI	3
IMRAN	3
IMTIAZ	3
INANNA	3
INDAH	3
INDI	3
INESSA	3
INTI	3
IOLANTA	3
IORDANOVA	3
İPEK	3
IRELAND	3
İREM	3
IRIA	3
IRMTRAUT	3
ISHA	3
ISIDORA	3
ISLYAM	3
ISMAEL	3
ISMINA	3
ITALIA	3
ITTA	3
IVELINOVA	3
IVETT	3
IVON	3
IWONA TERESA	3
IXCHEL	3
IZABELIA	3
JACENTYNA	3
JACLYN	3
JACYNTA	3
JADIWGA	3
JADWIGA JÓZEFA	3
JADWIGA WŁADYSŁAWA	3
JADZIA	3
JAGUELINE	3
JAI	3
JANELLE	3
JANIE	3
JANINA ANNA	3
JANINA KRYSTYNA	3
JANINA WANDA	3
JANNINA	3
JANUARA	3
JANULA	3
JARZĘBINA	3
JASEMIN	3
JASIM	3
JAVED	3
JAWIGA	3
JAY	3
JAZZ	3
JEANE	3
JEEVAN	3
JERMINA	3
JESSE	3
JESSY	3
JOALNTA	3
JOANETTE	3
JOAO	3
JOASIA	3
JOHANNA MARIA	3
JOLÁN	3
JOLANNA	3
JOLANTA ELŻBIETA	3
JOLANTA JADWIGA	3
JOLANTA TERESA	3
JOLINE	3
JOSÉE	3
JOVANA	3
JÓZEFA WANDA	3
JULETA	3
JULIKA	3
JULY	3
JUN	3
JUNO	3
KADEK	3
KAETHE	3
KAI	3
KAJLA	3
KALINDI	3
KALINKA	3
KALSOOM	3
KAMALA	3
KAMILLE	3
KAREEM	3
KARENINA	3
KARIM	3
KARISHMA	3
KARLOTTA	3
KATARZYNA TERESA	3
KATARZYNA ZOFIA	3
KATERINE	3
KATHERIN	3
KATHERYN	3
KATHRINA	3
KATINKA	3
KATRÍN	3
KATRIONA	3
KATZRYNA	3
KAYRA	3
KELLIE	3
KENNEDY	3
KHANH LINH	3
KILIANA	3
KIM LAN	3
KISAINA	3
KLARISA	3
KLIO	3
KONSTANCE	3
KONSTANDINA	3
KRASTEVA	3
KRISTEL	3
KRISTI	3
KRISTIANA	3
KRYSTAL	3
KRYSTYN	3
KRYSTYNA JANINA	3
KRYSTYNA MARTA	3
KRYSTYNA STANISŁAWA	3
KRYSTYNE	3
KUBACKA	3
KUMAR	3
KUNAL	3
KUNIGUNDA	3
KWAN	3
KYLA	3
LACHEZAROVA	3
LAIMA	3
LAKMALI	3
LAMARA	3
LAMPRINI	3
LANE	3
LASANA	3
LAURIE	3
LAVA	3
LAYNE	3
LEANN	3
LECHA	3
LECHIA	3
LEEA	3
LEELA	3
LEILANI	3
LÉNA	3
LENI	3
LÉONIE	3
LEONILA	3
LEONIŁA	3
LEOPOLDINA	3
LEV	3
LHAMU	3
LÍA	3
LIANE	3
LIANG	3
LIANNE	3
LIAT	3
LIBBY	3
LIDYA	3
LIEVE	3
LIHI	3
LILOU	3
LIM	3
LIMOR	3
LISBETA	3
LIUBOV	3
LIZA MARIA	3
LIZZIE	3
LOANA	3
LONDON	3
LONIA	3
LORELEY	3
LORENCJA	3
LORENTYNA	3
LORIS	3
LOTKA	3
LOUIZA	3
LU	3
LUCERO	3
LUCKY	3
LUCRECIA	3
LUDMILLA	3
LUDMIŁA MARIA	3
LUDOMIERA	3
LUDOSŁAWA KAZIMIERA	3
LUDOVICA	3
LUMI	3
LUSINE	3
LUZMILA	3
LYLY	3
LYNE	3
LYUBENOVA	3
LYUBOMIROVA	3
MAARIA	3
MADALINA	3
MADITA	3
MAGDALENA ANNA	3
MAGDALENA ZOFIA	3
MAGDELENA	3
MAGDLENA	3
MAGPAYO	3
MAHER	3
MAIKA	3
MAILINH	3
MAIRA	3
MAIRE	3
MAISA	3
MAJID	3
MALAJKA	3
MALI	3
MALIK	3
MALTA	3
MALWA	3
MAŁGORATA	3
MAŁGORZATA BARBARA	3
MAŁGORZATA ELŻBIETA	3
MAŁGORZATA ZOFIA	3
MAŁKA	3
MAŁOGORZATA	3
MANAL	3
MANETA	3
MANILA	3
MANISH	3
MANSOOR HASAN	3
MARCELINE	3
MARCJA	3
MARCYJANNA	3
MARET	3
MARGARETT	3
MARGITTA	3
MARGRÉT	3
MARGRETE	3
MARGUERITTE	3
MARIA ALICJA	3
MARIA ANASTAZJA	3
MARIA CHRISTINA	3
MARIA ELISABETH	3
MARIA JOHANNA	3
MARIA JULIA	3
MARIA LAURA	3
MARIA MARTA	3
MARIA PIA	3
MARIA ROMANA	3
MARIA TEODOZJA	3
MARIA WALENTYNA	3
MARIA WERONIKA	3
MARIA WIESŁAWA	3
MARIAMI	3
MARIANGELA	3
MARIE BARBARA	3
MARIE CATHERINE	3
MARIE FRANÇOISE	3
MARIE GABRIELLE	3
MARIE HELENE	3
MARIE JEANNE	3
MARIE SOPHIE	3
MARIE THÉRÈSE	3
MARIE-CHRISTINE	3
MARIE-THÉRÉSE	3
MARIE-THÉRÈSE	3
MARIEVA	3
MARIJKE	3
MARIN	3
MARINETTE	3
MARINNA	3
MARIOLETA	3
MARIONILA	3
MARISHA	3
MARJAANA	3
MARJOLA	3
MARJORY	3
MARKA	3
MARKETTA	3
MARLETTA	3
MARYANNA	3
MATHEA	3
MATHYLDA	3
MAURELA	3
MAVIS	3
MAZAL	3
MCKENZIE	3
MECHTYLDA	3
MEG	3
MELIHA	3
MELİSA	3
MÉLISSA	3
MERCY	3
MERLE	3
MERSEDES	3
MERYAM	3
MERYL	3
MESUA	3
METIN	3
METODIEVA	3
MICHAELLA	3
MICHALE	3
MICHIKO	3
MIECZYSLAWA	3
MIECZYSŁAW	3
MIGUELINA	3
MIKOŁAJKA	3
MILENKA	3
MILEVA	3
MIŁOWANA	3
MINE	3
MINERWA	3
MINH ANH	3
MIRABEL	3
MIRAY	3
MIRIANNA	3
MIRJANA	3
MIRNA	3
MIRZA	3
MISIA	3
MOHAMED SAAD	3
MOHTEZ	3
MONIKA MARIA	3
MONTANA	3
MORALES	3
MORIA	3
MOSTAFA	3
MOTUNRAYO	3
MOUNA	3
MOUSA	3
MOYA	3
MUSHKA	3
MUSTAFOVA	3
MUTHONI	3
MWENDE	3
MỸ	3
MYLTOFT	3
MYRIAN	3
NA	3
NAANA	3
NADEEM	3
NADEEN	3
NADIIA	3
NADZIEŻDA	3
NAHLA	3
NAJA	3
NALA	3
NAM	3
NARGIS	3
NARIA	3
NASIMA	3
NATALA	3
NATALIIA	3
NATALYA	3
NATHALY	3
NAUZYKA	3
NAZIF	3
NAZLI	3
NEELA	3
NEELTJE	3
NEHIR	3
NELY	3
NENSI	3
NEPOMUCYNA	3
NESE	3
NESMA	3
NESTA	3
NETA	3
NEVE	3
NEVENA	3
NEWENA	3
NGOC ANH	3
NICETA	3
NICHOLA	3
NICKOLA	3
NIHAD	3
NIMET	3
NIMFA	3
NING	3
NINH	3
NIRA	3
NOAM	3
NOCOLE	3
NOELEEN	3
NOEMIE	3
NONA	3
NOVA	3
NOY	3
NÓRA	3
NURA	3
NURAY	3
NWANNEKA	3
NYARKO	3
NYOMAN	3
OFKA	3
OLANDA	3
OLAWIA	3
OLGA MARIA	3
OLIANA	3
OLINA	3
OLINDA	3
OLIWA	3
OLUCHUKWU	3
ONYINYECHI	3
ORA	3
OSMAN	3
OTILIA	3
OZLEM	3
PADMA	3
PALLAVI	3
PAMELLA	3
PANAGIOTA	3
PANAYOTOVA	3
PAOLINA	3
PARASKEWIA	3
PARVATI	3
PARYCJA	3
PATRIA	3
PATRICIE	3
PATRICJA	3
PATYRYCJA	3
PAWLINA	3
PELA	3
PELAGIA KAZIMIERA	3
PÉLAGIE	3
PEMA	3
PHOENIX	3
PHUÖNG	3
PHƯỢNG	3
PIETRYNA	3
PIRITTA	3
PIROSKA	3
POLIANNA	3
POLIKSENA	3
PORANEK	3
PRÆSTEGAARD	3
PRAVINBHAI	3
PRYSCYLLA	3
PRYSKA	3
PRZYBYCHNA	3
PULINA	3
PURNIMA	3
QUIAMBAO	3
QUY	3
RABIH	3
RADA	3
RADEGUNDA	3
RAIM	3
RAJENDRABHAI	3
RAJKUMAR	3
RAJNHILDA	3
RAJU	3
RAMADAN	3
RAMANBHAI	3
RAMESH	3
RASHA	3
RAVI	3
RAVZA	3
RAYA	3
RAZ	3
REESE	3
RÉGINE	3
REINA	3
REINE	3
REKHA	3
REMEDIOS	3
REN	3
RENEA	3
RENI	3
RHEA	3
RHIAN	3
RHIANNON	3
RHODA	3
RIANA	3
RICHARDA	3
RIITTA	3
RIWA	3
RIYA	3
ROBERT	3
ROJDA	3
ROJZA	3
ROMANINA	3
ROMANOVNA	3
ROMEA	3
ROMKA	3
RONI	3
ROSALINE	3
ROSENOVA	3
ROSETTA	3
ROZALIE	3
ROZALINA	3
RÓŻA-MARIA	3
RÓŻENA	3
RUDO	3
RUKIA	3
RURUP	3
RUXANDRA	3
RUZANNA	3
RYCHEZA	3
RYE	3
SA	3
SABIHA	3
SABINA MARIA	3
SABRIA	3
SADHBH	3
SAEED MIRZA	3
SAGE	3
SAHARA	3
SAHIRA	3
SALEEM	3
SALIMOVA	3
SALSABIL	3
SAM	3
SAMANDA	3
SAMARTH	3
SAMUEL	3
SAN	3
SANAA	3
SANDRINA	3
SANELA	3
SANEM	3
SANG	3
SANJA	3
SANJAYKUMAR	3
SANNA	3
SANNE	3
SAPIR	3
SARAHI	3
SARINA	3
SARMIENTO	3
SARRA	3
SATHYA	3
SATURNA	3
SAULE	3
SAVA	3
SAVANNA	3
SAVINA	3
SAWRINA	3
SAYA	3
SAYURI	3
SCHARLOTA	3
SCHARLOTTE	3
SEHER	3
SEMRA	3
SEN	3
SEON	3
SEREN	3
SEVDOVA	3
SEVERINOVA	3
ŞEYMA	3
SHADE	3
SHAHAR	3
SHARIF	3
SHEA	3
SHELI	3
SHELLEY	3
SHERIN	3
SHILA	3
SHIREEN	3
SHIREL	3
SHOSHANNA	3
SHRIKANT	3
SIA	3
SIAN	3
SIGLINDE	3
SIGNE	3
SIL	3
SILJE	3
SILVA	3
SILVER	3
SIMCHA	3
SOFII	3
SOLONGO	3
SONA	3
SONATA	3
SPERANTA	3
STACY	3
STANISŁAWA TERESA	3
STARR	3
STEFANA	3
STEFANIA WANDA	3
STEFANIIA	3
STEFANOWA	3
STELINA	3
STEPHANI	3
STEWART	3
STORM	3
ŞULE	3
SULIKA	3
SUNIL	3
SUNNIVA	3
SURENDRA	3
SURESHBHAI	3
SUZANN	3
SUZETTE	3
SVILENOVA	3
SWAPNIL	3
SWETLANA	3
SYBILLE	3
SZAJEN	3
SZARON	3
SZAROTKA	3
SZCZEPANA	3
SZCZEPANIA	3
SZCZĘSNA MARIA	3
SZE	3
SZIRIN	3
ŚNIEŻANNA	3
TACHMINA	3
TADZIA	3
TAHMINA	3
TAISSA	3
TALA	3
TALAL	3
TALLULAH	3
TAN	3
TAREK	3
TAUBA	3
TEOFILIA	3
TERESA ANTONINA	3
TERESA HELENA	3
TERESA IRENA	3
TERESA JADWIGA	3
TERESA KRYSTYNA	3
TERESA MAŁGORZATA	3
TERESA MICHALINA	3
TERESA STANISŁAWA	3
TERESIA	3
TERESITA	3
THAIS	3
THAKORBHAI	3
THALIA	3
THANDIE	3
THANDIWE	3
THANH LAN	3
THO	3
THOM	3
THÚY	3
TIÊN	3
TIFFANIE	3
TINGTING	3
TOLENTINO	3
TRADYCJA	3
TRINH	3
TRINIDAD	3
TSAMPIKA	3
TSVETANOVA	3
TỨ	3
TUĞBA	3
TUĞÇE	3
TUNDE	3
TUULI	3
TYFANI	3
TZIPORA	3
UCHE	3
UCHENNA	3
ULINA	3
USAMA	3
UZOAMAKA	3
VALENCIA	3
VALERIIA	3
VALERY	3
VÂN	3
VASYLYNA	3
VELASCO	3
VENECIA	3
VENESA	3
VENEZIA	3
VENICE	3
VERITY	3
VÉRONICA	3
VICKI	3
VICTORINE	3
VIHAR	3
VIJAYBHAI	3
VIKTORIE	3
VIKTÓRIA	3
VIOLLETA	3
VIPULKUMAR	3
VIREN	3
VIRIDIANA	3
VISHWANATH	3
VIVEK	3
VIVIANNA	3
VIVIENE	3
VIYAN	3
WAEL	3
WALENTYNA MARIA	3
WALI	3
WALTRAUTA	3
WAN	3
WANDA BARBARA	3
WANDA IRENA	3
WANDA ZOFIA	3
WANGARI	3
WANNESA	3
WARWARA	3
WEI	3
WELIKA	3
WELINA	3
WENEFRYDA	3
WERENA	3
WERONKA	3
WESELINA	3
WIACZESŁAWA	3
WIENISŁAWA	3
WIESŁAWA MARIA	3
WILA	3
WILHELMINE	3
WILIA	3
WILSON	3
WINCZYSŁAWA	3
WINETA	3
WING	3
WINICJA	3
WINIFREDA	3
WIOLANTA	3
WIWIAN	3
WŁADYSŁAW	3
WRÓCISŁAWA	3
WYNNE	3
XI	3
XING	3
YAGMUR	3
YAMILA	3
YANET	3
YASHAR	3
YASHAROVA	3
YASIR YASEEN	3
YEE	3
YESENIA	3
YIN	3
YOANNA	3
YOCHEVED	3
YOGESH	3
YOUSEF	3
YSABEL	3
YULIANA	3
YURIEVNA	3
ZACHARIEWA	3
ZAHARA	3
ZAHRAA	3
ZAHRAH	3
ZAMIRA	3
ZDISŁAWA	3
ZDOBYSŁAWA	3
ZEINA	3
ZEINAB	3
ZEKI	3
ZELIHA	3
ZENISŁAWA	3
ZENOWEFA	3
ZETTA	3
ZEYNEB	3
ZHANG	3
ZI	3
ZINAJDA	3
ZŁATA	3
ZOFIA HELENA	3
ZOFIA JÓZEFA	3
ZOFIA KRYSTYNA	3
ZOFIA STANISŁAWA	3
ZOFIE	3
ZOIA	3
ZORIA	3
ZURI	3
ZYGRIDA	3
ZYLIA	3
ŻANIN	3
ŻEGOTA	3
ŻERMENA	3
AARUSHI	2
AARYA	2
AASTA	2
ABBEY	2
ABBIE	2
ABBIGAIL	2
ABDEL	2
ABDELFATTAH	2
ABDIASIS	2
ABDONA	2
ABDULHAKIM A	2
ABDULJABBAR	2
ABDULLAH H	2
ABDULLAH IBRAHIM	2
ABDULMUTTALIB A.	2
ABDULQADIR	2
ABDULRAHMAN	2
ABDUNNASER	2
ABDUR	2
ABDURRAOUF	2
ABEBE	2
ABHIJIT	2
ABIEYUWA	2
ABRIL	2
ADAKU	2
ADALMINA	2
ADALYN	2
ADAM	2
ADAMIŁA	2
ADAMIRA	2
ADANNAYA	2
ADEDAYO	2
ADEEB	2
ADEEL	2
ADEEN	2
ADELFA	2
ADELHEIDA	2
ADELINDA	2
ADELKA	2
ADELLE	2
ADETOUN	2
ADEWUNMI	2
ADEYINKA	2
ADHAM	2
ADIANNA	2
ADMIRA	2
ADNAN RADHI	2
ADRIELA	2
ADZO	2
AFAF	2
AFI	2
AFIZE	2
AFRODITA	2
AGAPI	2
AGATA DOROTA	2
AGELIKA	2
AGHA	2
AGNESSA	2
AGNETHA	2
AGNI	2
AGNIESZKA ZOFIA	2
AH	2
AHARONA	2
AHATA	2
AHMED H	2
AHMED KHAN HAJI	2
AHMED M	2
AHMED SAIEED	2
AÏCHA	2
AILA	2
AIN	2
AIRAT	2
AISA	2
AISHE	2
AISHLING	2
AISHWARYA	2
AISLINN	2
AISSA	2
AIYANA	2
AJA	2
AJIT	2
AJLA	2
AJLIN	2
AKASH	2
AKHTAR	2
AKI	2
AKILINA	2
AKOTH	2
AKRIVI	2
AKU	2
AKWILA	2
ALAIA	2
ALAKSANDRA	2
ALANI	2
ALANNA	2
ALBANA	2
ALBERT	2
ALBERTO	2
ALBINE	2
ALCIRA	2
ALDONKA	2
ALDONNA	2
ALECIA	2
ALEENA	2
ALEIDA	2
ALEKASNDRA	2
ALEKSADNRA	2
ALEKSADRA	2
ALEKSANDRA ANTONINA	2
ALEKSANDRA DANUTA	2
ALEKSANDRA JANINA	2
ALEKSANDRA KRYSTYNA	2
ALEKSANDRA TERESA	2
ALEKSANDRA WIESŁAWA	2
ALEKSANRDA	2
ALEMU	2
ALESSJA	2
ALEXANDRA MARIA	2
ALEXANDRE	2
ALEXEEVNA	2
ALFONSINA	2
ALFRED AZIZ MATTA	2
ALFRYDA	2
ALICE MARIA	2
ALICJA KRYSTYNA	2
ALICYA	2
ALIJA	2
ALIKA	2
ALIKI	2
ALIM	2
ALIMA	2
ALINA MARIA	2
ALINA STANISŁAWA	2
ALIS	2
ALIX MARIE	2
ALIZ	2
ALLAN	2
ALLEN	2
ALLIA	2
ALMAZ	2
ALON	2
ALOYSIA	2
ALTHEA	2
ALTUNER	2
ALUNA	2
ALYS	2
ALYSA	2
ALYSON	2
AMADA	2
AMAIA	2
AMALTEA	2
AMALYA	2
AMAN	2
AMARACHUKWU	2
AMARI	2
AMELE	2
AMELIJA	2
AMENAGHAWON	2
AMENZE	2
AMI	2
AMINAT	2
AMINIA	2
AMIRAH	2
AMIRE	2
AMRA	2
AMRIT	2
ANA MARIA	2
ANAHÍ	2
ANAI	2
ANAID	2
ANAIDA	2
ANALIZA	2
ANA-MARIA	2
ANAS	2
ANASTAZJIA	2
ANDONA	2
ANDRE	2
ANDRIANNA	2
ANDROMACHI	2
ANDZELA	2
ANDŹELIKA	2
ANE	2
ANEEQA	2
ANELITTA	2
ANEMARIA	2
ANGÉLICA	2
ANGELIE	2
ANGELIKI	2
ANGELITA	2
ANGELOTTI	2
ANGIELINA	2
ANGUSTIAS	2
ANHLINH	2
ANIANA	2
ANIELA JADWIGA	2
ANIESZKA	2
ANIKÓ	2
ANISJA	2
ANJELIKA	2
ANKOVA	2
ANNA BOGUMIŁA	2
ANNA ELEONORA	2
ANNA FRANCISZKA	2
ANNA HALINA	2
ANNA KATHARINA	2
ANNA KLARA	2
ANNA MARGARETE	2
ANNA NICOLE	2
ANNALISA	2
ANNA-LIZA	2
ANNAMÁRIA	2
ANNE BRIGITTE	2
ANNE EVE	2
ANNE MARGUERITE	2
ANNE-LAURE	2
ANNE-SOPHIE	2
ANNETT	2
ANNICA	2
ANNY	2
ANSELMA	2
ANTHONETTE	2
ANTIGONA	2
ANTONETA	2
ANTONINA AGNIESZKA	2
ANTONINA EWA	2
ANTONINA KATARZYNA	2
ANTONINA ZOFIA	2
ANTONINE	2
ANTYGONA	2
ANUJ	2
ANUJIN	2
ANUSIA	2
ANŻELA	2
AQUINO	2
ARAKSI	2
ARAKSJA	2
ARAMI	2
ARANTXA	2
ARAÚJO	2
ARCANGELA	2
ARCILLA	2
ARCYZA	2
ARDEN	2
ARELIS	2
ARENIKA	2
ARIANI	2
ARIFOVA	2
ARIJ	2
ARIKE	2
ARIS	2
ARISTEA	2
ARITA	2
ARKADIEVNA	2
ARLET	2
ARLINA	2
ARLINDA	2
ARMELLA	2
ARMINA	2
ARMINDA	2
ARNA	2
AROHA	2
ARTEMI	2
ARTEMIZJA	2
ARUNA	2
ARVENA	2
ARVIND	2
ASANET	2
ASCENSION	2
ÁSDÍS	2
ASEFA	2
ASEL	2
ASHELEY	2
ASHHAD	2
ASHLY	2
ASHOKKUMAR	2
ASHRAF	2
ASHTON	2
ASI	2
ASMIN	2
ASUMPTA	2
ATA	2
ATEF	2
ATIA	2
ATIKA	2
ATINUKE	2
ATIQAH BINTI	2
AUDE MARIE	2
AUDRA	2
AUDRINA	2
AUGUSTINE	2
AURÉLIA	2
AURELLA	2
AUTUMN	2
AUZEBIA	2
AVELINA	2
AVIA	2
AVIS	2
AWAD	2
AWLACHEW	2
AWUOR	2
AXANA	2
AXEL	2
AXELA	2
AYAT	2
AYCAN	2
AYDAN	2
AYELÉN	2
AYHAN	2
AYLEEN	2
AYMAN	2
AYO	2
AYSEN	2
AYSU	2
AYU PUTU	2
AYUMI	2
AZUCENA	2
AZURA	2
AZZURRA	2
BABETA	2
BABUBHAI	2
BAIBA	2
BAILEY	2
BAJLA	2
BALA	2
BALDEVBHAI	2
BAONGOC	2
BAR	2
BARAKAT	2
BARBAR	2
BÁRBARA	2
BARBARA ALEKSANDRA	2
BARBARA ANNA	2
BARBARA CAMILLE	2
BARBARA DANUTA	2
BARBARA HALINA	2
BARBARA HELENA	2
BARBARA JADWIGA	2
BARBARA JANINA	2
BARBARA JÓZEFA	2
BARBARA JULIA	2
BARBARA KAZIMIERA	2
BARBARA PELAGIA	2
BARBARA STEFANIA	2
BARBARA WANDA	2
BARBARRA	2
BARBEL	2
BARBER	2
BARNARDA	2
BASEM	2
BASHA	2
BASMA	2
BASS	2
BASSAM	2
BASTIENNE	2
BATSHEVA	2
BAY	2
BEAN	2
BEÁTA	2
BEATA HELENA	2
BEATRICA	2
BEATRICZA	2
BEATRIKS	2
BEDRIYE	2
BELAY	2
BELEID	2
BELKIS	2
BELLINDA	2
BENEDICT	2
BÉNÉDICTE	2
BENEDIKTA	2
BENGİ	2
BENTON	2
BERİL	2
BERNADETA BARBARA	2
BERNADETE	2
BERNADIA	2
BERNADOTA	2
BERNARDITA	2
BERNARDO	2
BERNDETA	2
BERNHILDE	2
BESS	2
BESSIE	2
BETELHEM	2
BETHAN	2
BETSABE	2
BEWAR	2
BHAVIN	2
BHIKHABHAI	2
BICH THUY	2
BIJU	2
BIN	2
BINNUR	2
BINTE	2
BINTOU	2
BISGAARD	2
BLAGOEVA	2
BLAISE	2
BLANDA	2
BLANDINA	2
BLANDINE	2
BLONDYNA	2
BO	2
BOGINA	2
BOGUMIŁA MARIA	2
BOJANA	2
BØJE	2
BOK	2
BOLESLAWA	2
BOLUWATIFE	2
BONISŁAWA	2
BORYSŁAWA KAZIMIERA	2
BOZENKA	2
BOZENNA	2
BOZENTYNA	2
BOZHIDAROVA	2
BOŹENA	2
BOŻENA TERESA	2
BOŻENNA JANINA	2
BOŻENNA KAZIMIERA	2
BOŻENNA MAŁGORZATA	2
BOŻYDAR	2
BRABARA	2
BRANISLAVA	2
BRATTENG	2
BRATYSŁAWA	2
BRIANA	2
BRIANNA	2
BRIDGETTE	2
BRIDGID	2
BRINGFRIEDA	2
BRINK	2
BRITA	2
BRODIE	2
BRONHILDA	2
BRONIŁAWA	2
BROOKS	2
BROWN	2
BRUNELLA	2
BRUNHILD	2
BRYNN	2
BURÇAK	2
BÜSRA	2
BUTTAN	2
CAITLYN	2
CALLISTA	2
CẨM	2
CAMILIA	2
CAMILLE MARIE	2
CAMPOS	2
CANDACE	2
CARIAGA	2
CARLEEN	2
CARLINA	2
CARLINE	2
CARLOS	2
CARMELIA	2
CARMELITA	2
CARMINA	2
CARMIT	2
CAROLLE	2
CARROLL	2
CASSIA	2
CASSIOPEIA	2
CATALEJA	2
CATERINE	2
CATHRYN	2
CÄZILIE	2
CECELIA	2
CECEYLIA	2
CÉCILIA	2
CECILLIA	2
CECYLIA MARIA	2
CECYLIE	2
CELENA	2
CELESTA	2
CÉLESTINE	2
CERONIKA	2
CESIRA	2
CEZARINA	2
CHADIA	2
CHADLIA	2
CHAHINEZ	2
CHAM	2
CHAN	2
CHANDANKUMAR	2
CHANDNI	2
CHANDRA	2
CHANTALE	2
CHANTALL	2
CHARLENE	2
CHARLÈNE	2
CHARLOT	2
CHARLOTT	2
CHARLOTTE SOPHIE	2
CHÂU	2
CHAWA	2
CHELSY	2
CHEMUTAI	2
CHENAI	2
CHERRY	2
CHERUTO	2
CHETAN	2
CHIEMELA	2
CHIMDI	2
CHINAELO	2
CHINH	2
CHIQUINQUIRA	2
CHISIMDI	2
CHIYERE	2
CHIZARA	2
CHIZITEREM	2
CHODOR	2
CHRETIEN	2
CHRISTENE	2
CHRISTIANNE	2
CHRISTINA MARIA	2
CHRISTINNE	2
CHRISULA	2
CHUN	2
CHUNG	2
CICEK	2
CIESZYNA	2
CILA	2
CINTA	2
CINTHIA	2
CINTIA	2
CINZIA	2
CITA	2
CITLALI	2
CLARA HELENA	2
CLEMENCIA	2
CLEMENTINA	2
COLET	2
COLOMBE	2
CONCEIÇÃO	2
CONNABLE	2
CONSOLEE	2
CONSTANCJA	2
CONSUELLA	2
CORALINE	2
CORIN	2
CORNELIA MARIA	2
COSMINA	2
CRICHTON	2
CRISTIN	2
CYRYLIA	2
CYWIA	2
CZAICKI	2
CZARNA	2
CZCIBORA	2
CZECH	2
CZESŁAWA MARIA	2
DABA	2
DADA	2
DAFNA	2
DAGENBACH	2
DAHYABHAI	2
DAISA	2
DALENA	2
DALILLA	2
DALIT	2
DAMERIA	2
DAMINI	2
DAMINIKA	2
DANIÈLE	2
DANIËLLA	2
DANIKA	2
DANUTA BARBARA	2
DANUTA ELŻBIETA	2
DANUTA JADWIGA	2
DANUTA KATARZYNA	2
DAPHNÉ	2
D'ARC	2
DARINKA	2
DARKA	2
DARLING	2
DARMA	2
DARMIŁA	2
DARTI	2
DARY	2
DAS	2
DATTA	2
DAVIDOVNA	2
DE ALMEIDA	2
DE CASTRO	2
DE LA PAZ	2
DE LOS MILAGROS	2
DEA	2
DEANNA	2
DÉBORAH	2
DEIRDRE	2
DEL ROCIO	2
DELA	2
DELALI	2
DELANA	2
DELANEY	2
DELGADO	2
DELL	2
DEMEKE	2
DEMILADE	2
DENICE	2
DENYSE	2
DEODATA	2
DEREJE	2
DERSŁAWA	2
DESANKA	2
DESDEMONA	2
DESIRE	2
DESPOINA	2
DESTINA	2
DEVINA	2
DEVORAH	2
DEWI	2
DEYANOVA	2
DEYLA	2
DHANASUNTHORN	2
DHARMA	2
DHIRAJKUMAR	2
DIAMANDA	2
DIAZ	2
DIETLIND	2
DILBER	2
DILETTA	2
DILRUBA	2
DILRUKSHI	2
DILSHODA	2
DIMCHEVA	2
DIMITRICHKOVA	2
DINH	2
DINKOVA	2
DIONE	2
DIOR	2
DISA	2
DIVIA	2
DJENEBA	2
DOBOSZ	2
DOBRACHNA	2
DOBROHNA	2
DOBROSUŁKA	2
DOMANSKA	2
DOMINICELA	2
DOMINIQE	2
DOMISŁAWA	2
DONALD	2
DONATINA	2
DONCHEVA	2
ÐÔNG	2
DORORA	2
DOROTA ELŻBIETA	2
DOROTA GRAŻYNA	2
DORTA	2
DOUA	2
DRAGOMIRA	2
DREW	2
DUFIE	2
DULCISSIMA	2
DULCYNEA	2
DƯƠNG	2
DUYEN	2
DUYÊN	2
DYANA	2
DYBDAHL	2
DYMPNA	2
DZAMILA	2
DZIFA	2
DZIONISŁAWA	2
DZIUNISŁAWA	2
DŻANETA	2
DŻESSIKA	2
DŻINA	2
DŻULETTA	2
DŻULIA	2
EADDY	2
EBELE	2
EBERECHUKWU	2
EBRAR	2
EBUBECHUKWU	2
EDGARDA	2
EDINA	2
EDWARD	2
EDYT	2
EDZIA	2
EFE	2
EFFIE	2
EFRAT	2
EFROSINI	2
EGINA	2
EHI	2
EHRENTRAUD	2
EIDER	2
EIKO	2
EILIDH	2
EILLEEN	2
EJIRO	2
EJIROGHENE	2
EKI	2
EKIN	2
EL ZAHRAA	2
ELAINA	2
ELANE	2
ELANOR	2
ELANUR	2
ELÇIN	2
ELDONA	2
ELEA	2
ELENCZA	2
ELENE	2
ELENII	2
ELEONARDA	2
ELEONORA MARIA	2
ÉLÉONORE	2
ELEONOROVA	2
ELGA	2
ELIAN	2
ELIASZA	2
ELIEVA	2
ELIGIUSZA	2
ELIJA	2
ELÍN	2
ÉLISA	2
ÉLISABETH	2
ELISABETH LOUISE	2
ELISABETH MARIE	2
ELIŠKA	2
ELITA	2
ELIZABETE	2
ELIZABETH ANN	2
ELIZABETH MARGARET	2
ELIZAWETA	2
ELIZBETH	2
ELIZBIETA	2
ELLEN MONIKA	2
ELLIOT	2
ELLYN	2
ELODIA	2
ÉLODIE	2
ELOISA	2
ELONIA	2
ELORA	2
