territorial_id	values	powiats	area_ha	area_km2	weights	pop_per_km2	area_rank	pop_rank
306401 1	Poznań	Poznań	26191	262	532048	2031	8	5
300911 4	Przedecz	Kolski	298	3	1621	544	795	891
302102 1	Puszczykowo	Poznański	1639	16	9575	584	365	411
303004 4	Pyzdry	Wrzesiński	1216	12	3092	254	479	722
300504 4	Rakoniewice	Grodziski	337	3	3619	1074	785	672
301706 4	Raszków	Ostrowski	205	2	2119	1034	817	834
302205 4	Rawicz	Rawicki	887	9	20187	2276	586	216
301602 4	Rogoźno	Obornicki	1124	11	11124	990	506	371
301007 4	Rychwał	Koniński	970	10	2353	243	560	804
301304 4	Rydzyna	Leszczyński	220	2	2919	1327	814	738
301404 4	Sieraków	Międzychodzki	1408	14	5956	423	421	523
302805 4	Skoki	Wągrowiecki	1120	11	4462	398	508	603
302301 1	Słupca	Słupecki	1030	10	13564	1317	536	324
301010 4	Sompolno	Koniński	621	6	3472	559	681	688
300709 4	Stawiszyn	Kaliski	99	1	1461	1476	831	898
302114 4	Stęszew	Poznański	569	6	5903	1037	701	527
301201 1	Sulmierzyce	Krotoszyński	2929	29	2831	97	183	749
302116 4	Swarzędz	Poznański	823	9	29862	3628	610	151
300105 4	Szamocin	Chodzieski	467	5	4192	898	741	629
302407 4	Szamotuły	Szamotulski	1108	11	18736	1691	512	228
301012 4	Ślesin	Koniński	718	7	3124	435	651	716
301105 4	Śmigiel	Kościański	530	5	5621	1061	712	546
302604 4	Śrem	Śremski	1237	12	29176	2359	474	156
302504 4	Środa Wielkopolska	Średzki	2192	22	23672	1080	259	183
300207 4	Trzcianka	Czarnkowsko-trzcianecki	1830	18	17009	929	320	257
300309 4	Trzemeszno	Gnieźnieński	546	5	7606	1393	707	462
302707 4	Tuliszków	Turecki	700	7	3204	458	657	706
302701 1	Turek	Turecki	1617	16	26441	1635	369	168
301907 4	Ujście	Pilski	578	6	3623	627	698	671
302801 1	Wągrowiec	Wągrowiecki	1783	18	25607	1436	330	172
300208 4	Wieleń	Czarnkowsko-trzcianecki	446	4	5758	1291	749	537
300505 4	Wielichowo	Grodziski	124	1	1774	1431	830	873
300310 4	Witkowo	Gnieźnieński	831	8	7706	927	606	458
302903 4	Wolsztyn	Wolsztyński	478	5	12859	2690	735	335
302408 4	Wronki	Szamotulski	581	6	11064	1904	696	374
303005 4	Września	Wrzesiński	1273	13	31000	2435	462	148
301908 4	Wyrzysk	Pilski	412	4	5131	1245	761	569
301909 4	Wysoka	Pilski	482	5	2614	542	732	771
302308 4	Zagórów	Słupecki	344	4	2902	844	781	740
301506 4	Zbąszyń	Nowotomyski	542	5	7213	1331	708	475
301206 4	Zduny	Krotoszyński	620	6	4445	717	682	606
303101 1	Złotów	Złotowski	1158	12	18437	1592	496	233
300604 4	Żerków	Jarociński	216	2	2109	976	815	836
321001 4	Barlinek	Myśliborski	1755	18	13611	776	336	320
321502 4	Barwice	Szczecinecki	752	8	3677	489	636	666
320101 1	Białogard	Białogardzki	2573	26	23950	931	216	180
321503 4	Biały Bór	Szczecinecki	1282	13	2208	172	457	821
320903 4	Bobolice	Koszaliński	477	5	3957	830	736	644
321504 4	Borne Sulinowo	Szczecinecki	1815	18	5052	278	322	574
320602 4	Cedynia	Gryfiński	167	2	1497	896	825	897
321402 4	Chociwel	Stargardzki	367	4	3123	851	773	717
320603 4	Chojna	Gryfiński	1258	12	7367	586	464	470
320202 4	Choszczno	Choszczeński	958	10	14998	1566	566	297
320301 4	Czaplinek	Drawski	1362	14	7094	521	431	476
321702 4	Człopa	Wałecki	627	6	2308	368	680	811
321301 1	Darłowo	Sławieński	2021	20	13574	672	288	323
321003 4	Dębno	Myśliborski	1951	20	13626	698	301	318
321801 4	Dobra	Łobeski	237	2	2296	969	806	814
321403 4	Dobrzany	Stargardzki	534	5	2218	415	710	820
320203 4	Drawno	Choszczeński	503	5	2250	447	724	816
320302 4	Drawsko Pomorskie	Drawski	2233	22	11417	511	251	365
320701 4	Dziwnów	Kamieński	652	7	2647	406	675	768
320702 4	Golczewo	Kamieński	742	7	2673	360	642	766
320402 4	Goleniów	Goleniowski	1178	12	21979	1866	491	195
320803 4	Gościno	Kołobrzeski	570	6	2439	428	700	793
320502 4	Gryfice	Gryficki	1240	12	16212	1307	471	277
320604 4	Gryfino	Gryfiński	1181	12	20923	1772	489	209
321405 4	Ińsko	Stargardzki	748	7	1892	253	639	863
320303 4	Kalisz Pomorski	Drawski	1196	12	4363	365	485	613
320703 4	Kamień Pomorski	Kamieński	1074	11	8677	808	523	437
320103 4	Karlino	Białogardzki	940	9	5862	624	570	530
320801 1	Kołobrzeg	Kołobrzeski	2567	26	46198	1800	217	95
326101 1	Koszalin	Koszalin	9834	98	106235	1080	31	37
321203 4	Lipiany	Pyrzycki	554	6	3887	702	703	651
321802 4	Łobez	Łobeski	1284	13	10048	783	456	392
320403 4	Maszewo	Goleniowski	554	6	3346	604	703	694
320905 4	Mielno	Koszaliński	3345	33	2898	87	153	741
320605 4	Mieszkowice	Gryfiński	525	5	3577	681	715	678
320704 4	Międzyzdroje	Kamieński	516	5	5307	1028	719	563
321703 4	Mirosławiec	Wałecki	241	2	3054	1267	803	724
320606 4	Moryń	Gryfiński	554	6	1612	291	703	892
321004 4	Myślibórz	Myśliborski	1504	15	11049	735	395	375
321103 4	Nowe Warpno	Policki	2451	25	1178	48	228	915
320404 4	Nowogard	Goleniowski	1257	13	16448	1309	465	275
320205 4	Pełczyce	Choszczeński	1307	13	2595	199	451	773
320504 4	Płoty	Gryficki	412	4	3900	947	761	647
320906 4	Polanów	Koszaliński	737	7	2881	391	643	743
321104 4	Police	Policki	3731	37	32243	864	125	142
321603 4	Połczyn-Zdrój	Świdwiński	721	8	7987	1108	650	454
321205 4	Pyrzyce	Pyrzycki	3879	39	12484	322	113	340
320206 4	Recz	Choszczeński	1240	12	2873	232	471	745
321804 4	Resko	Łobeski	449	4	4147	924	748	633
320907 4	Sianów	Koszaliński	1588	16	6560	413	375	498
321302 1	Sławno	Sławieński	1583	16	12357	781	377	349
321401 1	Stargard	Stargardzki	4808	48	67579	1406	88	55
320407 4	Stepnica	Goleniowski	340	3	2464	725	784	790
321411 4	Suchań	Stargardzki	357	4	1440	403	777	900
326201 1	Szczecin	Szczecin	30060	301	398255	1325	3	7
321501 1	Szczecinek	Szczecinecki	4848	48	39827	822	87	109
321601 1	Świdwin	Świdwiński	2238	22	15338	685	250	290
326301 1	Świnoujście	Świnoujście	20207	202	40948	203	9	107
320608 4	Trzcińsko-Zdrój	Gryfiński	233	2	2200	944	808	822
320508 4	Trzebiatów	Gryficki	1025	10	9899	966	539	400
321704 4	Tuczno	Wałecki	921	9	1919	208	576	856
320104 4	Tychowo	Białogardzki	396	4	2485	628	764	787
321701 1	Wałcz	Wałecki	3817	38	24949	654	119	177
321805 4	Węgorzyno	Łobeski	685	7	2771	405	663	754
320706 4	Wolin	Kamieński	1447	14	4739	328	411	586
320306 4	Złocieniec	Drawski	3228	32	12706	394	163	338
